"2014-09-30", "NaN-NaN-NaN", NaN 
"2014-12-31", "2015-03-27 ", NaN 
"2015-03-31", "NaN-NaN-NaN", NaN 
"2015-06-30", "2015-08-25 ", NaN 
"2015-09-30", "NaN-NaN-NaN", NaN 
"2015-12-31", "2016-03-24 ", NaN 
"2016-03-31", "2016-04-28 ", NaN 
"2016-06-30", "2016-08-24 ", NaN 
"2016-09-30", "2016-10-26 ", NaN 
"2016-12-31", "2017-03-23 ", NaN 
"2017-03-31", "2017-04-26 ", NaN 
"2017-06-30", "2017-08-24 ", NaN 
"2017-09-30", "NaN-NaN-NaN", NaN 
"2017-12-31", "2018-03-29 ", NaN 
"2018-03-31", "NaN-NaN-NaN", NaN 
"2018-06-30", "2018-08-23 ", NaN 
"2018-09-30", "NaN-NaN-NaN", NaN 
"2018-12-31", "2019-03-21 ", NaN 
"2019-03-31", "2019-04-25 ", NaN 
"2019-06-30", "2019-08-29 ", NaN 
"2019-09-30", "2019-10-24 ", NaN 
