"2014-07-31", "2014-09-24 ", NaN 
"2014-10-31", "2014-12-05 ", NaN 
"2015-01-31", "2015-03-25 ", NaN 
"2015-04-30", "NaN-NaN-NaN", NaN 
"2015-07-31", "2015-10-23 ", NaN 
"2015-10-31", "NaN-NaN-NaN", NaN 
"2016-01-31", "2016-03-22 ", NaN 
"2016-04-30", "NaN-NaN-NaN", NaN 
"2016-07-31", "2016-09-21 ", NaN 
"2016-10-31", "NaN-NaN-NaN", NaN 
"2017-01-31", "2017-03-22 ", NaN 
"2017-04-30", "NaN-NaN-NaN", NaN 
"2017-07-31", "2017-09-20 ", NaN 
"2017-10-31", "NaN-NaN-NaN", NaN 
"2018-01-31", "2018-03-21 ", NaN 
"2018-04-30", "NaN-NaN-NaN", NaN 
"2018-07-31", "2018-09-19 ", NaN 
"2018-10-31", "NaN-NaN-NaN", NaN 
"2019-01-31", "2019-03-20 ", NaN 
"2019-04-30", "NaN-NaN-NaN", NaN 
"2019-07-31", "2019-09-18 ", NaN 
