"2014-09-30", "NaN-NaN-NaN", 25.59 
"2014-12-31", "2015-03-10 ", NaN 
"2015-03-31", "2015-04-30 ", 25.82 
"2015-06-30", "2015-08-31 ", 26.19 
"2015-09-30", "2015-10-30 ", 24.70 
"2015-12-31", "NaN-NaN-NaN", -11.90 
"2016-03-31", "2016-04-29 ", 25.60 
"2016-06-30", "NaN-NaN-NaN", 13.11 
"2016-09-30", "2016-10-31 ", 37.00 
"2016-12-31", "NaN-NaN-NaN", 50.33 
"2017-03-31", "2017-04-28 ", 39.99 
"2017-06-30", "2017-08-28 ", 48.62 
"2017-09-30", "NaN-NaN-NaN", 59.30 
"2017-12-31", "NaN-NaN-NaN", 46.19 
"2018-03-31", "2018-04-30 ", 31.07 
"2018-06-30", "NaN-NaN-NaN", 51.69 
"2018-09-30", "2018-10-31 ", NaN 
"2018-12-31", "NaN-NaN-NaN", 46.83 
"2019-03-31", "2019-04-30 ", 52.92 
"2019-06-30", "NaN-NaN-NaN", 79.02 
"2019-09-30", "2019-10-31 ", 64.67 
