"2014-06-30", "2014-08-21 ", NaN 
"2014-09-30", "NaN-NaN-NaN", NaN 
"2014-12-31", "2015-03-31 ", NaN 
"2015-03-31", "2015-04-30 ", NaN 
"2015-06-30", "2015-08-20 ", NaN 
"2015-09-30", "2015-11-03 ", NaN 
"2015-12-31", "2016-02-17 ", NaN 
"2016-03-31", "NaN-NaN-NaN", NaN 
"2016-06-30", "2016-08-17 ", NaN 
"2016-09-30", "NaN-NaN-NaN", NaN 
"2016-12-31", "2017-04-11 ", NaN 
"2017-03-31", "NaN-NaN-NaN", NaN 
"2017-06-30", "2017-08-15 ", NaN 
"2017-09-30", "NaN-NaN-NaN", NaN 
"2017-12-31", "2018-02-14 ", NaN 
"2018-03-31", "NaN-NaN-NaN", NaN 
"2018-06-30", "2018-08-15 ", NaN 
"2018-09-30", "NaN-NaN-NaN", NaN 
"2018-12-31", "2019-02-20 ", NaN 
"2019-03-31", "NaN-NaN-NaN", NaN 
"2019-06-30", "2019-08-21 ", NaN 
