"2014-06-30", "2014-08-28 ", -0.08 
"2014-09-30", "NaN-NaN-NaN", 0.48 
"2014-12-31", "2015-03-17 ", 0.54 
"2015-03-31", "2015-05-28 ", -0.38 
"2015-06-30", "2015-08-26 ", 0.81 
"2015-09-30", "2015-11-19 ", 0.71 
"2015-12-31", "2016-03-11 ", 0.69 
"2016-03-31", "2016-05-26 ", 0.52 
"2016-06-30", "2016-08-25 ", 0.40 
"2016-09-30", "2016-11-16 ", 0.69 
"2016-12-31", "2017-03-13 ", 0.70 
"2017-03-31", "2017-05-24 ", 0.81 
"2017-06-30", "2017-08-28 ", 0.69 
"2017-09-30", "2017-11-14 ", 0.83 
"2017-12-31", "NaN-NaN-NaN", 0.67 
"2018-03-31", "NaN-NaN-NaN", 0.44 
"2018-06-30", "NaN-NaN-NaN", 0.77 
"2018-09-30", "NaN-NaN-NaN", 1.01 
"2018-12-31", "NaN-NaN-NaN", 0.95 
"2019-03-31", "NaN-NaN-NaN", 0.55 
"2019-06-30", "NaN-NaN-NaN", 0.40 
