"2014-08-31", "NaN-NaN-NaN", NaN 
"2014-11-30", "NaN-NaN-NaN", NaN 
"2015-02-28", "NaN-NaN-NaN", NaN 
"2015-05-31", "NaN-NaN-NaN", NaN 
"2015-08-31", "NaN-NaN-NaN", NaN 
"2015-11-30", "NaN-NaN-NaN", NaN 
"2016-02-29", "NaN-NaN-NaN", NaN 
"2016-05-31", "NaN-NaN-NaN", 0.43 
"2016-08-31", "NaN-NaN-NaN", 0.59 
"2016-11-30", "2017-01-10 ", 0.63 
"2017-02-28", "2017-04-06 ", 0.59 
"2017-05-31", "2017-07-25 ", 0.51 
"2017-08-31", "2017-10-04 ", 0.57 
"2017-11-30", "2018-01-04 ", 0.54 
"2018-02-28", "2018-04-05 ", 0.91 
"2018-05-31", "2018-07-25 ", 0.68 
"2018-08-31", "2018-10-02 ", 0.73 
"2018-11-30", "2019-01-04 ", 0.80 
"2019-02-28", "2019-04-02 ", 0.95 
"2019-05-31", "2019-07-23 ", 0.74 
"2019-08-31", "2019-10-02 ", 0.79 
