"2014-06-30", "NaN-NaN-NaN", NaN 
"2014-09-30", "NaN-NaN-NaN", NaN 
"2014-12-31", "NaN-NaN-NaN", NaN 
"2015-03-31", "NaN-NaN-NaN", NaN 
"2015-06-30", "NaN-NaN-NaN", NaN 
"2015-09-30", "NaN-NaN-NaN", NaN 
"2015-12-31", "NaN-NaN-NaN", NaN 
"2016-03-31", "NaN-NaN-NaN", NaN 
"2016-06-30", "NaN-NaN-NaN", 0.43 
"2016-09-30", "NaN-NaN-NaN", 0.32 
"2016-12-31", "2017-02-01 ", 0.12 
"2017-03-31", "2017-04-25 ", 0.33 
"2017-06-30", "2017-07-24 ", 0.32 
"2017-09-30", "2017-10-23 ", 0.25 
"2017-12-31", "2018-02-05 ", 0.32 
"2018-03-31", "2018-04-30 ", 0.34 
"2018-06-30", "2018-07-31 ", 0.37 
"2018-09-30", "2018-10-30 ", 0.32 
"2018-12-31", "2019-02-08 ", 0.33 
"2019-03-31", "2019-04-30 ", 0.43 
"2019-06-30", "2019-08-02 ", 0.58 
