"2014-06-30", "NaN-NaN-NaN", 55.40 
"2014-09-30", "NaN-NaN-NaN", 40.20 
"2014-12-31", "NaN-NaN-NaN", 37.94 
"2015-03-31", "2015-04-30 ", 30.50 
"2015-06-30", "2015-07-31 ", 39.45 
"2015-09-30", "NaN-NaN-NaN", 27.57 
"2015-12-31", "NaN-NaN-NaN", 46.10 
"2016-03-31", "2016-04-29 ", NaN 
"2016-06-30", "2016-07-29 ", NaN 
"2016-09-30", "2016-10-31 ", NaN 
"2016-12-31", "NaN-NaN-NaN", NaN 
"2017-03-31", "2017-04-28 ", 82.60 
"2017-06-30", "NaN-NaN-NaN", NaN 
"2017-09-30", "2017-10-18 ", NaN 
"2017-12-31", "NaN-NaN-NaN", 177.59 
"2018-03-31", "2018-04-18 ", 125.96 
"2018-06-30", "NaN-NaN-NaN", 104.37 
"2018-09-30", "NaN-NaN-NaN", 140.49 
"2018-12-31", "NaN-NaN-NaN", 94.96 
"2019-03-31", "NaN-NaN-NaN", 103.30 
"2019-06-30", "2019-07-31 ", 79.37 
