"2014-06-30", "NaN-NaN-NaN", 0.20 
"2014-09-30", "NaN-NaN-NaN", 0.04 
"2014-12-31", "NaN-NaN-NaN", 0.02 
"2015-03-31", "NaN-NaN-NaN", 0.02 
"2015-06-30", "2015-08-13 ", -0.02 
"2015-09-30", "NaN-NaN-NaN", -0.02 
"2015-12-31", "NaN-NaN-NaN", -0.54 
"2016-03-31", "NaN-NaN-NaN", -0.07 
"2016-06-30", "2016-08-11 ", 0.05 
"2016-09-30", "NaN-NaN-NaN", 0.02 
"2016-12-31", "NaN-NaN-NaN", 0.29 
"2017-03-31", "NaN-NaN-NaN", 0.28 
"2017-06-30", "NaN-NaN-NaN", 0.44 
"2017-09-30", "NaN-NaN-NaN", 0.39 
"2017-12-31", "NaN-NaN-NaN", 0.42 
"2018-03-31", "NaN-NaN-NaN", -0.24 
"2018-06-30", "NaN-NaN-NaN", 0.77 
"2018-09-30", "2018-11-09 ", 0.48 
"2018-12-31", "NaN-NaN-NaN", 0.29 
"2019-03-31", "NaN-NaN-NaN", 0.18 
"2019-06-30", "NaN-NaN-NaN", 0.04 
