"2014-07-31", "NaN-NaN-NaN", NaN 
"2014-10-31", "NaN-NaN-NaN", NaN 
"2015-01-31", "NaN-NaN-NaN", NaN 
"2015-04-30", "NaN-NaN-NaN", 0.25 
"2015-07-31", "NaN-NaN-NaN", 0.27 
"2015-10-31", "2015-11-24 ", 0.30 
"2016-01-31", "2016-03-03 ", 0.24 
"2016-04-30", "2016-05-25 ", 0.24 
"2016-07-31", "2016-09-07 ", 0.28 
"2016-10-31", "2016-11-22 ", 0.35 
"2017-01-31", "2017-02-23 ", 0.26 
"2017-04-30", "2017-05-31 ", 0.27 
"2017-07-31", "2017-09-05 ", 0.30 
"2017-10-31", "2017-11-21 ", 0.29 
"2018-01-31", "2018-02-22 ", 0.34 
"2018-04-30", "2018-05-22 ", 0.34 
"2018-07-31", "2018-08-28 ", 0.44 
"2018-10-31", "2018-12-05 ", 0.45 
"2019-01-31", "2019-02-21 ", 0.42 
"2019-04-30", "2019-05-23 ", 0.42 
"2019-07-31", "2019-08-27 ", 0.45 
